Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Donny Troconis","ATH",0.0402,0.0807,0.0418,6.14709,0.2109,0.1679,0,0,,1,4.643,1.1734,0.7251,0.68301,0.181556,0.5405,0.0053,0.0453,0.5355,4.8195,4.8645,0.990749,1.634,0.115335,0.116412,-0.0010768920183181763,0.289214,1.7139,0.296947,0.677389,0.409653,,6.18176,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Donny Troconis","sa3020992",807988
"Reinold Navarro","PIT",0.0381,0.0828,0.044,6.02757,0.2117,0.1677,0,0,,1,4.808,1.0857,0.7128,0.66973,0.143556,0.7925,0.0055,0.0532,0.678,6.102,7.1325,0.85552,1.292,0.141015,0.164829,-0.023814484477043152,0.274008,1.8782,0.299975,0.694839,0.408631,,6.18246,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Reinold Navarro","sa3024459",821116
"Carlos Carra","MIL",0.0379,0.0785,0.0341,6.06708,0.3659,0.1349,0,0,,1,4.656,1.1259,0.714,0.67412,0.185778,0.5766,0.0099,0.0503,0.6233,5.6097,5.1894,1.08099,1.672,0.13387,0.12384,0.010030068457126617,0.279442,1.7025,0.291961,0.685311,0.380104,,6.18435,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Carlos Carra","sa3025013",820902
"Alberto Pacheco","COL",0.0343,0.0862,0.0346,6.45012,0.234,0.163,0,0,,1,4.701,1.2506,0.76,0.71668,0.180667,0.5177,0.006,0.0595,0.5135,4.6215,4.6593,0.991887,1.626,0.109232,0.110126,-0.0008934363722801208,0.303264,1.7683,0.311967,0.665384,0.430112,,6.1884,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alberto Pacheco","sa3015421",691436
"Yokelvin Reyes","LAA",0.0367,0.0769,0.0291,5.99481,0.4673,0.1133,0,0,,1,4.711,1.149,0.7094,0.66609,0.163556,0.6402,0.013,0.0491,0.5696,5.1264,5.7618,0.889722,1.472,0.120909,0.135895,-0.014986209571361542,0.2857,1.7892,0.29966,0.692081,0.424671,,6.19006,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yokelvin Reyes","sa3016067",700714
"David Lorduy","CIN",0.0386,0.0823,0.0429,6.07248,0.215,0.167,0,0,,1,4.604,1.1677,0.7161,0.67472,0.199444,0.4935,0.0053,0.0442,0.5748,5.1732,4.4415,1.16474,1.795,0.124848,0.107189,0.01765856146812439,0.287165,1.6612,0.294119,0.683875,0.409856,,6.19141,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"David Lorduy","sa3019135",800124
"Sandy Mejia","HOU",0.0395,0.0802,0.0391,6.14385,0.2554,0.1584,0,0,,1,4.691,1.113,0.7245,0.68265,0.176,0.6519,0.0067,0.0432,0.6576,5.9184,5.8671,1.00874,1.584,0.140183,0.138968,0.0012151002883911133,0.278536,1.7649,0.296303,0.68515,0.405578,,6.19324,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sandy Mejia","sa3019141",800237
"Grant Shepardson","MIA",0.0356,0.0795,0.0303,6.15627,0.417,0.124,0,0,,1,4.743,1.1391,0.7277,0.68403,0.158444,0.6701,0.0116,0.0554,0.5867,5.2803,6.0309,0.875541,1.426,0.123698,0.141282,-0.017583802342414856,0.283535,1.8092,0.299679,0.681312,0.427142,,6.19801,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Grant Shepardson","sa3067434",824415
"Alex Vallecillo",,0.0385,0.0835,0.0442,6.13395,0.1754,0.1754,0,0,,1,4.675,1.1424,0.7227,0.68155,0.179111,0.5914,0.0043,0.0449,0.5868,5.2812,5.3226,0.992222,1.612,0.125519,0.126503,-0.0009839683771133423,0.282863,1.7338,0.294333,0.681773,0.392987,,6.19888,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alex Vallecillo","sa3016034",699132
"Alex Ayala Jr.",,0.0399,0.0797,0.042,5.98977,0.2546,0.1586,0,0,,1,4.678,1.1367,0.7061,0.66553,0.174333,0.5906,0.0066,0.0518,0.5632,5.0688,5.3154,0.953606,1.569,0.120393,0.126251,-0.005857206881046295,0.281668,1.7273,0.291797,0.688496,0.381014,,6.20227,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alex Ayala Jr.","sa3017141",694809
"Kevin Camacho","CHC",0.0395,0.0776,0.0352,6.07086,0.3436,0.1396,0,0,,1,4.691,1.1162,0.7166,0.67454,0.17,0.6411,0.0092,0.0527,0.6119,5.5071,5.7699,0.954453,1.53,0.130441,0.136666,-0.006224691867828369,0.279245,1.7573,0.29428,0.684986,0.407347,,6.20274,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Kevin Camacho","sa3021577",814268
"Nestor Lorant","CIN",0.0391,0.0827,0.0453,6.04953,0.1829,0.1739,0,0,,1,4.565,1.148,0.7108,0.67217,0.214222,0.4598,0.0043,0.0455,0.6111,5.4999,4.1382,1.32906,1.928,0.133866,0.100723,0.03314347565174103,0.28278,1.6078,0.288704,0.685838,0.373587,,6.21373,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nestor Lorant","sa3011640",686544
"Christian Becerra","MIN",0.0361,0.0833,0.0356,6.31737,0.2703,0.1553,0,0,,1,4.694,1.2057,0.7439,0.70193,0.177222,0.5545,0.0071,0.0424,0.5058,4.5522,4.9905,0.912173,1.595,0.107755,0.11813,-0.010374940931797028,0.294281,1.7602,0.301246,0.672117,0.403328,,6.21813,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Christian Becerra","sa3025606",800875
"Marlon Franco","SFG",0.0365,0.0793,0.0311,6.22701,0.3939,0.1289,0,0,,1,4.729,1.1966,0.7359,0.69189,0.165111,0.5809,0.0109,0.0509,0.4779,4.3011,5.2281,0.822689,1.486,0.101057,0.122838,-0.021780505776405334,0.292053,1.7775,0.29862,0.673589,0.425409,,6.22118,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Marlon Franco","sa3016242",693812
"Isaiah Lowe","SDP",0.0401,0.0818,0.0467,6.00516,0.1754,0.1754,0,0,,1,4.621,1.1369,0.7067,0.66724,0.192,0.528,0.0042,0.0493,0.5709,5.1381,4.752,1.08125,1.728,0.123545,0.114261,0.00928371399641037,0.281153,1.6649,0.288009,0.686341,0.374879,,6.22124,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Isaiah Lowe","sa3020864",702584
"Will Varmette","SDP",0.0397,0.0798,0.041,6.01632,0.2571,0.1581,0,0,,1,4.672,1.1028,0.7083,0.66848,0.182111,0.6124,0.0067,0.0564,0.6428,5.7852,5.5116,1.04964,1.639,0.137586,0.131079,0.0065068453550338745,0.27548,1.7152,0.289681,0.689542,0.378816,,6.22338,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Will Varmette","sa3022881",815580
"Zuher Yousuf","PHI",0.0409,0.0782,0.0416,5.96124,0.2703,0.1553,0,0,,1,4.672,1.1125,0.7031,0.66236,0.175889,0.625,0.0071,0.0451,0.6029,5.4261,5.625,0.96464,1.583,0.129045,0.133776,-0.004730299115180969,0.277993,1.7375,0.290592,0.693644,0.386878,,6.22619,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zuher Yousuf","sa3024271",823358
"Juan Nunez","HOU",0.0393,0.0738,0.0265,6.17139,0.4789,0.1109,0,0,,1,4.7,1.1287,0.7278,0.68571,0.174444,0.6404,0.0133,0.0515,0.6257,5.6313,5.7636,0.977046,1.57,0.133128,0.136255,-0.00312766432762146,0.281605,1.7691,0.297465,0.682874,0.411206,,6.22721,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan Nunez","sa3019504",805400
"Ricardo Brizuela","CHW",0.0363,0.0859,0.0458,6.05259,0.1754,0.1754,0,0,,1,4.619,1.1802,0.7134,0.67251,0.192333,0.4858,0.0042,0.0548,0.5146,4.6314,4.3722,1.05928,1.731,0.111409,0.105174,0.006235115230083466,0.289378,1.666,0.293008,0.68202,0.399498,,6.22807,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ricardo Brizuela","sa3019290",804870
"Nomar Medina",,0.039,0.0797,0.0388,6.06627,0.2876,0.1516,0,0,,1,4.695,1.1706,0.7162,0.67403,0.170333,0.5906,0.0076,0.0427,0.5094,4.5846,5.3154,0.862513,1.533,0.108498,0.125793,-0.017294995486736298,0.288204,1.7612,0.295765,0.686266,0.401,,6.23057,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nomar Medina","sa3015372",695975
"Winyer Chourio","SDP",0.0394,0.0732,0.0274,6.01983,0.4954,0.1074,0,0,,1,4.693,1.1384,0.7113,0.66887,0.171,0.6134,0.0137,0.0552,0.5645,5.0805,5.5206,0.92028,1.539,0.120286,0.130705,-0.010419778525829315,0.282874,1.7518,0.294141,0.687979,0.415145,,6.23494,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Winyer Chourio","sa3024615",826466
"Jesus Rivero",,0.0387,0.0766,0.0305,6.10371,0.4113,0.1253,0,0,,1,4.723,1.0888,0.7184,0.67819,0.173222,0.6654,0.0113,0.0697,0.6781,6.1029,5.9886,1.01909,1.559,0.143574,0.140885,0.002688959240913391,0.273026,1.7542,0.291903,0.685194,0.378,,6.23613,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesus Rivero","sa3017012",701865
"Daniel Guerra","TOR",0.0402,0.0788,0.0377,6.14556,0.276,0.154,0,0,,1,4.659,1.1306,0.7214,0.68284,0.194889,0.5576,0.0071,0.047,0.6229,5.6061,5.0184,1.11711,1.754,0.133698,0.119682,0.014015883207321167,0.278858,1.6882,0.289102,0.683079,0.353777,,6.23669,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Daniel Guerra","sa3019786",806413
"Aneudis Mejia","TEX",0.0383,0.0783,0.0331,6.13341,0.3601,0.1361,0,0,,1,4.745,1.1248,0.7253,0.68149,0.161778,0.6991,0.0099,0.0469,0.618,5.562,6.2919,0.883994,1.456,0.130242,0.147334,-0.017091676592826843,0.28127,1.8239,0.299147,0.687738,0.430024,,6.24025,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Aneudis Mejia","sa3019960",805874
"Levi Sterling","PIT",0.0354,0.0839,0.0359,6.32178,0.2686,0.1556,0,0,,1,4.745,1.1733,0.7448,0.70242,0.165889,0.6393,0.0071,0.0472,0.5552,4.9968,5.7537,0.86845,1.493,0.117007,0.134731,-0.017723917961120605,0.289097,1.8126,0.301854,0.675671,0.404219,,6.24079,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Levi Sterling","sa3066664",815552
"Brock Jones",,0.0393,0.0784,0.0371,6.04179,0.3255,0.1435,0,0,,1,4.714,1.1537,0.7138,0.67131,0.165556,0.6247,0.0088,0.0478,0.5316,4.7844,5.6223,0.850968,1.49,0.11277,0.13252,-0.019749686121940613,0.285463,1.7784,0.295467,0.688339,0.406017,,6.24166,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brock Jones","sa3011783",686809
"Maddux Bruns","LAD",0.0471,0.0745,0.0491,5.88159,0.1754,0.1754,0,0,,1,4.686,1.0704,0.6946,0.65351,0.178222,0.6575,0.0043,0.069,0.694,6.246,5.9175,1.05551,1.604,0.148101,0.140312,0.007789164781570435,0.270337,1.7279,0.288985,0.698937,0.399804,,6.24353,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Maddux Bruns","sa3017782",691772
"Jordy Vargas","COL",0.0331,0.0892,0.0353,6.59448,0.1754,0.1754,0,0,,1,4.688,1.1981,0.7729,0.73272,0.199111,0.5511,0.0043,0.0518,0.6439,5.7951,4.9599,1.16839,1.792,0.137351,0.117555,0.019795216619968414,0.293285,1.7492,0.308131,0.663949,0.388071,,6.24448,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jordy Vargas","sa3016052",700174
"Kamdyn Perry","TEX",0.0377,0.0838,0.0421,6.20658,0.1886,0.1726,0,0,,1,4.698,1.1799,0.7334,0.68962,0.173444,0.5854,0.0047,0.0526,0.5213,4.6917,5.2686,0.890502,1.561,0.110962,0.124606,-0.013644099235534668,0.290616,1.7653,0.299073,0.677777,0.430019,,6.26131,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Kamdyn Perry","sa3023663",815076
"Adolfo Ramirez",,0.0433,0.0712,0.0293,6.1488,0.4278,0.1218,0,0,,1,4.667,1.1535,0.7249,0.6832,0.187444,0.5764,0.0117,0.0519,0.5959,5.3631,5.1876,1.03383,1.687,0.127684,0.123505,0.004178278148174286,0.285612,1.7299,0.296759,0.684848,0.413731,,6.26501,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Adolfo Ramirez","sa3003015",672666
"Jacob Cravey","BAL",0.0396,0.077,0.0314,6.21783,0.3577,0.1367,0,0,,1,4.682,1.1712,0.7331,0.69087,0.184444,0.5787,0.0095,0.0437,0.5659,5.0931,5.2083,0.977881,1.66,0.120867,0.123601,-0.002733863890171051,0.288501,1.7499,0.298181,0.681649,0.410876,,6.26831,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jacob Cravey","sa3023423",814837
"Yoscar Pimentel",,0.0373,0.0848,0.0421,6.24654,0.1754,0.1754,0,0,,1,4.688,1.1739,0.736,0.69406,0.180444,0.5706,0.0043,0.0509,0.5363,4.8267,5.1354,0.939888,1.624,0.114398,0.121715,-0.007316552102565765,0.288676,1.7445,0.296576,0.675994,0.401996,,6.27281,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yoscar Pimentel","sa3009599",683387
"Rafael Gonzalez","HOU",0.0388,0.0805,0.0374,6.19812,0.267,0.156,0,0,,1,4.707,1.1372,0.732,0.68868,0.172222,0.6394,0.007,0.0566,0.5935,5.3415,5.7546,0.928214,1.55,0.126089,0.13584,-0.009751439094543457,0.28352,1.7766,0.297348,0.680305,0.427242,,6.27503,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Rafael Gonzalez","sa3020995",808003
"Nazier Mulé","CHC",0.0394,0.0826,0.0452,6.08337,0.1754,0.1754,0,0,,1,4.742,1.1106,0.7208,0.67593,0.156444,0.7027,0.0043,0.063,0.5923,5.3307,6.3243,0.842892,1.408,0.124905,0.148186,-0.023281313478946686,0.279305,1.8133,0.295628,0.685263,0.44457,,6.28141,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nazier Mule","sa3023566",702271
"Giussepe Velasquez","PHI",0.0392,0.0808,0.0399,6.13593,0.2472,0.1602,0,0,,1,4.646,1.163,0.7239,0.68177,0.185444,0.5522,0.0064,0.0448,0.5276,4.7484,4.9698,0.955451,1.669,0.11356,0.118855,-0.005294881761074066,0.287231,1.7152,0.293036,0.681035,0.41128,,6.28171,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Giussepe Velasquez","sa3016463",691908
"Adan Moreno",,0.0374,0.0832,0.0393,6.24582,0.2266,0.1646,0,0,,1,4.698,1.1748,0.7364,0.69398,0.177889,0.5819,0.0058,0.0503,0.5299,4.7691,5.2371,0.910638,1.601,0.112793,0.123861,-0.011068537831306458,0.288947,1.7567,0.296875,0.676746,0.407989,,6.28449,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Adan Moreno","sa3021537",808489
"Ruben Castillo",,0.0379,0.0752,0.0255,6.21243,0.4846,0.1096,0,0,,1,4.714,1.1476,0.7317,0.69027,0.175778,0.6233,0.0135,0.0504,0.578,5.202,5.6097,0.927322,1.582,0.122613,0.132223,-0.00960966944694519,0.284038,1.7709,0.295699,0.681527,0.395014,,6.28535,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ruben Castillo","sa3015455",692645
"Samuel Colmenares","TOR",0.0399,0.0752,0.0302,6.16815,0.4113,0.1253,0,0,,1,4.699,1.1378,0.7261,0.68535,0.183556,0.606,0.0113,0.0439,0.5924,5.3316,5.454,0.977558,1.652,0.126069,0.128964,-0.0028942376375198364,0.281001,1.7438,0.291538,0.68448,0.382146,,6.28626,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Samuel Colmenares","sa3021762",807973
"Connor Staine","COL",0.0338,0.0884,0.0362,6.54975,0.1754,0.1754,0,0,,1,4.623,1.2052,0.7656,0.72775,0.217889,0.4653,0.0042,0.0506,0.6136,5.5224,4.1877,1.31872,1.961,0.132728,0.100649,0.03207874298095703,0.293443,1.6705,0.301413,0.662709,0.355168,,6.28819,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Connor Staine","sa3020739",688422
"Tanner Bauman","NYY",0.0418,0.0719,0.0312,5.89149,0.4558,0.1158,0,0,,1,4.796,1.1181,0.7001,0.65461,0.149556,0.7405,0.0128,0.054,0.5873,5.2857,6.6645,0.793113,1.346,0.122456,0.154399,-0.03194328397512436,0.27942,1.8586,0.296677,0.702452,0.447874,,6.28826,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tanner Bauman","sa3026750",703748
"Davian Garcia","WSN",0.0349,0.0869,0.0428,6.15384,0.1919,0.1719,0,0,,1,4.666,1.1302,0.7236,0.68376,0.185444,0.5893,0.0048,0.049,0.586,5.274,5.3037,0.9944,1.669,0.125589,0.126297,-0.0007072240114212036,0.280607,1.7195,0.290136,0.68218,0.372797,,6.28881,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Davian Garcia","sa3031927",807485
"Marlon Nieves","LAD",0.0443,0.0761,0.0421,6.10578,0.2191,0.1661,0,0,,1,4.693,1.1313,0.7218,0.67842,0.177444,0.6332,0.0056,0.0521,0.6021,5.4189,5.6988,0.950884,1.597,0.128297,0.134924,-0.006626874208450317,0.282282,1.7645,0.29548,0.687762,0.434054,,6.29361,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marlon Nieves","sa3021567",812363
"Wilton Castillo",,0.0373,0.0795,0.0319,6.29001,0.356,0.137,0,0,,1,4.69,1.1821,0.74,0.69889,0.184222,0.5624,0.0096,0.0488,0.5346,4.8114,5.0616,0.950569,1.658,0.113987,0.119915,-0.0059275031089782715,0.289816,1.7445,0.296989,0.675708,0.390995,,6.29443,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Wilton Castillo","sa3015310",696063
"Alfredo Romero","CHC",0.0389,0.0804,0.0389,6.11847,0.2661,0.1561,0,0,,1,4.695,1.1435,0.7237,0.67983,0.168333,0.6319,0.0069,0.0473,0.5323,4.7907,5.6871,0.84238,1.515,0.113376,0.13459,-0.021214060485363007,0.28475,1.7754,0.294153,0.68304,0.428988,,6.29647,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alfredo Romero","sa3018345",801252
"Raúl Rangel",,0.0376,0.0781,0.0306,6.24069,0.3939,0.1289,0,0,,1,4.705,1.1874,0.7367,0.69341,0.174,0.588,0.0108,0.0445,0.4978,4.4802,5.292,0.846599,1.566,0.105802,0.124973,-0.0191710963845253,0.291565,1.7754,0.297997,0.678091,0.419002,,6.29904,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Raul Rangel","sa3015212",691348
"Yordan Nodal",,0.0398,0.0773,0.0353,6.08472,0.3428,0.1398,0,0,,1,4.739,1.156,0.7211,0.67608,0.158444,0.6625,0.0094,0.0554,0.5232,4.7088,5.9625,0.789736,1.426,0.110403,0.139797,-0.029394395649433136,0.287484,1.8185,0.298718,0.687302,0.444281,,6.30221,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yordan Nodal","sa3009754",685478
"Isaac Ayon","LAD",0.0436,0.0773,0.041,6.20973,0.2076,0.1686,0,0,,1,4.652,1.1666,0.7316,0.68997,0.194667,0.5537,0.0052,0.0436,0.5739,5.1651,4.9833,1.03648,1.752,0.123366,0.119024,0.004342220723628998,0.287715,1.7203,0.295768,0.682914,0.408747,,6.3099,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Isaac Ayon","sa3026340",694847
"Fabian Ysalla","CHW",0.0353,0.0851,0.0408,6.12936,0.2365,0.1625,0,0,,1,4.693,1.187,0.7254,0.68104,0.173667,0.5843,0.0061,0.0464,0.4869,4.3821,5.2587,0.833305,1.563,0.10375,0.124505,-0.020754307508468628,0.292199,1.7713,0.297887,0.684415,0.441552,,6.3111,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Fabian Ysalla","sa3021020",808674
"Edgardo Ibarra",,0.0388,0.0823,0.0431,6.08895,0.2092,0.1682,0,0,,1,4.743,1.1401,0.7198,0.67655,0.162556,0.6731,0.0054,0.0477,0.5488,4.9392,6.0579,0.815332,1.463,0.115707,0.141914,-0.02620704472064972,0.283452,1.8132,0.295255,0.689572,0.412025,,6.31316,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Edgardo Ibarra","sa3015348",691453
"Brayan Romero","WSN",0.0342,0.0869,0.0415,6.15987,0.2125,0.1675,0,0,,1,4.722,1.1936,0.731,0.68443,0.156889,0.6177,0.0054,0.0507,0.432,3.888,5.5593,0.699369,1.412,0.0914867,0.130813,-0.03932655602693558,0.294454,1.8113,0.29922,0.678727,0.465982,,6.31589,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brayan Romero","sa3018313",800019
"Koen Moreno","CHC",0.0389,0.074,0.026,6.102,0.4846,0.1096,0,0,,1,4.743,1.085,0.7204,0.678,0.164667,0.7266,0.0135,0.0531,0.6483,5.8347,6.5394,0.892238,1.482,0.136686,0.153194,-0.01650853455066681,0.273762,1.8116,0.292138,0.690167,0.406327,,6.3183,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Koen Moreno","sa3014509",691103
"Bernard Mack","STL",0.0376,0.0812,0.0397,6.00912,0.2876,0.1516,0,0,,1,4.781,1.0959,0.7098,0.66768,0.156,0.7451,0.0078,0.0482,0.6071,5.4639,6.7059,0.81479,1.404,0.126982,0.155846,-0.028864264488220215,0.27482,1.841,0.291478,0.697153,0.391704,,6.32884,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bernard Mack","sa3021771",808088
"Joey Gartrell","BOS",0.0361,0.0801,0.028,6.45381,0.3791,0.1321,0,0,,1,4.774,1.1719,0.7611,0.71709,0.164222,0.6794,0.0105,0.0527,0.5675,5.1075,6.1146,0.835296,1.478,0.118873,0.142313,-0.023439466953277588,0.289938,1.8513,0.304418,0.672387,0.431164,,6.33133,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Joey Gartrell","sa3032013",813745
"Javier Atencio",,0.0381,0.0808,0.0378,6.15888,0.281,0.153,0,0,,1,4.743,1.1572,0.727,0.68432,0.166889,0.6497,0.0075,0.0492,0.5328,4.7952,5.8473,0.820071,1.502,0.112334,0.136981,-0.024646848440170288,0.286145,1.8069,0.296109,0.686411,0.404002,,6.33579,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Javier Atencio","sa3009602",683450
"Jefferson Jean","ATH",0.039,0.082,0.0402,6.24078,0.2068,0.1688,0,0,,1,4.754,1.1306,0.7376,0.69342,0.163333,0.6864,0.0053,0.0694,0.5945,5.3505,6.1776,0.866113,1.47,0.125053,0.144384,-0.019331082701683044,0.282777,1.817,0.298505,0.67958,0.434747,,6.33687,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jefferson Jean","sa3019772",805067
"Jacob Kmatz","TBR",0.0359,0.0852,0.0394,6.28713,0.2084,0.1684,0,0,,1,4.625,1.2205,0.7406,0.69857,0.202778,0.4725,0.0052,0.0374,0.4795,4.3155,4.2525,1.01481,1.825,0.103676,0.102162,0.0015135183930397034,0.296591,1.693,0.296468,0.675887,0.408573,,6.34195,-0.000381896,-0.00121267,999,,,,,,,4.800000000000001,4.800000000000001,5,5,,,,,,,,,,,,,,,,,,,"Jacob Kmatz","sa3035522",695771
